schema_version,map,starting_players_total,lobby_capacity,observed_from_start,wave_1_time_left,wave_1_players_at_roll,wave_1_disasters,wave_1_players_after,wave_1_deaths,wave_1_survival_fraction,wave_1_mortality_fraction,wave_2_time_left,wave_2_players_at_roll,wave_2_disasters,wave_2_players_after,wave_2_deaths,wave_2_survival_fraction,wave_2_mortality_fraction,wave_3_time_left,wave_3_players_at_roll,wave_3_disasters,wave_3_players_after,wave_3_deaths,wave_3_survival_fraction,wave_3_mortality_fraction,wave_count,end_players_total,total_deaths,end_survival_fraction,disaster_count,all_disasters,recorder_moving,player_count_basis,recorder_alive_at_game_start,game_start_players_model,before_wave_1_losses_total_raw,before_wave_1_losses_model,recorder_alive_wave_1_roll,wave_1_players_at_roll_model,wave_1_players_after_model,recorder_alive_wave_2_roll,wave_2_players_at_roll_model,wave_2_players_after_model,recorder_alive_wave_3_roll,wave_3_players_at_roll_model,wave_3_players_after_model,recorder_alive_end,end_players_model,total_deaths_model,end_survival_fraction_model,prediction_model,percentage_based_averages,wave_specific,prediction_wave_1_end_players,prediction_wave_2_end_players,prediction_wave_3_end_players,ticket_to_ride_loss,complete_game,disaster_chat_deaths,fall,void,misc,wave_1_fall,wave_1_void,wave_1_misc,wave_2_fall,wave_2_void,wave_2_misc,wave_3_fall,wave_3_void,wave_3_misc,wave_1_active_disasters,wave_1_deaths_acid_rain,wave_1_deaths_anvil_rain,wave_1_deaths_bat_swarm,wave_1_deaths_blackout,wave_1_deaths_disco,wave_1_deaths_dragons,wave_1_deaths_flood,wave_1_deaths_fragile_ground,wave_1_deaths_grounded,wave_1_deaths_half_health,wave_1_deaths_hot_potato,wave_1_deaths_hypixel_says,wave_1_deaths_lightning,wave_1_deaths_meteor_shower,wave_1_deaths_nuke,wave_1_deaths_purge,wave_1_deaths_red_light_green_light,wave_1_deaths_sinkhole,wave_1_deaths_solar_flare,wave_1_deaths_stampede,wave_1_deaths_swappage,wave_1_deaths_the_floor_is_lava,wave_1_deaths_tnt_rain,wave_1_deaths_tornado,wave_1_deaths_werewolf,wave_1_deaths_withers,wave_1_deaths_zombie_apocalypse,wave_2_active_disasters,wave_2_deaths_acid_rain,wave_2_deaths_anvil_rain,wave_2_deaths_bat_swarm,wave_2_deaths_blackout,wave_2_deaths_disco,wave_2_deaths_dragons,wave_2_deaths_flood,wave_2_deaths_fragile_ground,wave_2_deaths_grounded,wave_2_deaths_half_health,wave_2_deaths_hot_potato,wave_2_deaths_hypixel_says,wave_2_deaths_lightning,wave_2_deaths_meteor_shower,wave_2_deaths_nuke,wave_2_deaths_purge,wave_2_deaths_red_light_green_light,wave_2_deaths_sinkhole,wave_2_deaths_solar_flare,wave_2_deaths_stampede,wave_2_deaths_swappage,wave_2_deaths_the_floor_is_lava,wave_2_deaths_tnt_rain,wave_2_deaths_tornado,wave_2_deaths_werewolf,wave_2_deaths_withers,wave_2_deaths_zombie_apocalypse,wave_3_active_disasters,wave_3_deaths_acid_rain,wave_3_deaths_anvil_rain,wave_3_deaths_bat_swarm,wave_3_deaths_blackout,wave_3_deaths_disco,wave_3_deaths_dragons,wave_3_deaths_flood,wave_3_deaths_fragile_ground,wave_3_deaths_grounded,wave_3_deaths_half_health,wave_3_deaths_hot_potato,wave_3_deaths_hypixel_says,wave_3_deaths_lightning,wave_3_deaths_meteor_shower,wave_3_deaths_nuke,wave_3_deaths_purge,wave_3_deaths_red_light_green_light,wave_3_deaths_sinkhole,wave_3_deaths_solar_flare,wave_3_deaths_stampede,wave_3_deaths_swappage,wave_3_deaths_the_floor_is_lava,wave_3_deaths_tnt_rain,wave_3_deaths_tornado,wave_3_deaths_werewolf,wave_3_deaths_withers,wave_3_deaths_zombie_apocalypse,deaths_acid_rain,deaths_anvil_rain,deaths_bat_swarm,deaths_blackout,deaths_disco,deaths_dragons,deaths_flood,deaths_fragile_ground,deaths_grounded,deaths_half_health,deaths_hot_potato,deaths_hypixel_says,deaths_lightning,deaths_meteor_shower,deaths_nuke,deaths_purge,deaths_red_light_green_light,deaths_sinkhole,deaths_solar_flare,deaths_stampede,deaths_swappage,deaths_the_floor_is_lava,deaths_tnt_rain,deaths_tornado,deaths_werewolf,deaths_withers,deaths_zombie_apocalypse,game_start_total_health,wave_1_total_health,wave_2_total_health,wave_3_total_health,wave_1_player_01_health,wave_1_player_02_health,wave_1_player_03_health,wave_1_player_04_health,wave_1_player_05_health,wave_1_player_06_health,wave_1_player_07_health,wave_1_player_08_health,wave_1_player_09_health,wave_1_player_10_health,wave_1_player_11_health,wave_1_player_12_health,wave_1_player_13_health,wave_1_player_14_health,wave_1_player_15_health,wave_1_player_16_health,wave_2_player_01_health,wave_2_player_02_health,wave_2_player_03_health,wave_2_player_04_health,wave_2_player_05_health,wave_2_player_06_health,wave_2_player_07_health,wave_2_player_08_health,wave_2_player_09_health,wave_2_player_10_health,wave_2_player_11_health,wave_2_player_12_health,wave_2_player_13_health,wave_2_player_14_health,wave_2_player_15_health,wave_2_player_16_health,wave_3_player_01_health,wave_3_player_02_health,wave_3_player_03_health,wave_3_player_04_health,wave_3_player_05_health,wave_3_player_06_health,wave_3_player_07_health,wave_3_player_08_health,wave_3_player_09_health,wave_3_player_10_health,wave_3_player_11_health,wave_3_player_12_health,wave_3_player_13_health,wave_3_player_14_health,wave_3_player_15_health,wave_3_player_16_health
3,Paradise,16,16,true,166,16,Sinkhole | Grounded,15,1,0.9375,0.0625,111,15,The Floor is Lava | Werewolf,10,5,0.6666666666666666,0.3333333333333333,54,10,Acid Rain | Bat Swarm,2,8,0.2,0.8,3,2,14,0.125,6,Sinkhole | Grounded | The Floor is Lava | Werewolf | Acid Rain | Bat Swarm,false,excluding_recorder_when_alive,true,15,0,0,true,15,13,true,13,9,false,9,1,false,1,14,0.06666666666666667,exact_history_avg_deaths_v3,false,,6,5,5,7.428571428571429,true,Sinkhole=0 | Grounded=0 | The Floor is Lava=2 | Werewolf=6 | Acid Rain=0 | Bat Swarm=2 | Fall=1 | Void=0 | Misc=0 | Chats=16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Gondola,16,16,true,200,16,Meteor Shower,15,1,0.9375,0.0625,131,15,Stampede,9,6,0.6,0.4,56,9,Flood,0,9,0.0,1.0,3,0,16,0.0,3,Meteor Shower | Stampede | Flood,false,excluding_recorder_when_alive,true,15,0,0,true,15,14,true,14,9,false,9,0,false,0,15,0.0,exact_history_avg_deaths_v3,false,,6,9,4,11.571428571428571,true,Meteor Shower=2 | Stampede=3 | Flood=5 | Fall=1 | Void=2 | Misc=0 | Chats=11,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Gondola,16,16,true,214,16,Tornado,11,5,0.6875,0.3125,142,11,Dragons | Nuke,8,3,0.7272727272727273,0.2727272727272727,63,8,TNT Rain,7,1,0.875,0.125,3,7,9,0.4375,4,Tornado | Dragons | Nuke | TNT Rain,false,excluding_recorder_when_alive,true,15,0,0,true,15,10,true,10,8,false,8,7,false,7,8,0.4666666666666667,exact_history_avg_deaths_v3,false,,4,1,5,6.0,true,Tornado=1 | Dragons=0 | Nuke=1 | TNT Rain=0 | Fall=4 | Void=1 | Misc=0 | Chats=14,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Area 52,16,16,true,197,16,"Meteor Shower | Red Light, Green Light",13,3,0.8125,0.1875,139,13,TNT Rain | Blackout,6,7,0.46153846153846156,0.5384615384615384,68,6,Dragons | Grounded,2,4,0.3333333333333333,0.6666666666666666,3,2,14,0.125,6,"Meteor Shower | Red Light, Green Light | TNT Rain | Blackout | Dragons | Grounded",false,excluding_recorder_when_alive,true,15,0,0,true,15,12,true,12,6,false,6,2,false,2,13,0.13333333333333333,exact_history_avg_deaths_v3,false,,4,4,5,3.142857142857143,true,"Meteor Shower=2 | Red Light, Green Light=5 | TNT Rain=1 | Blackout=0 | Dragons=0 | Grounded=0 | Fall=0 | Void=2 | Misc=0 | Chats=13",0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oil Rig,16,16,true,173,16,Lightning | Disco,12,4,0.75,0.25,111,12,Withers,11,1,0.9166666666666666,0.08333333333333333,51,11,Meteor Shower | Anvil Rain,8,3,0.7272727272727273,0.2727272727272727,3,8,8,0.5,5,Lightning | Disco | Withers | Meteor Shower | Anvil Rain,false,excluding_recorder_when_alive,true,15,0,0,true,15,12,false,12,11,false,11,8,false,8,7,0.5333333333333333,exact_history_avg_deaths_v3,false,true,4,4,9,3.5714285714285716,true,Lightning=1 | Disco=1 | Withers=1 | Meteor Shower=2 | Anvil Rain=0 | Fall=1 | Void=1 | Misc=0 | Chats=9,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cruise Ship,15,16,true,171,15,The Floor is Lava | Swappage,13,2,0.8666666666666667,0.13333333333333333,110,13,Lightning,8,5,0.6153846153846154,0.38461538461538464,52,8,Dragons | Hot Potato,5,3,0.625,0.375,3,5,10,0.3333333333333333,5,The Floor is Lava | Swappage | Lightning | Dragons | Hot Potato,false,excluding_recorder_when_alive,true,14,0,0,true,14,13,false,13,8,false,8,5,false,5,9,0.35714285714285715,exact_history_avg_deaths_v3,false,true,0,6,4,2.2857142857142856,true,The Floor is Lava=6 | Swappage=0 | Lightning=0 | Dragons=0 | Hot Potato=1 | Fall=1 | Void=0 | Misc=0 | Chats=7,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Paradise,16,16,true,161,16,Tornado | Purge,13,3,0.8125,0.1875,109,13,Dragons | Bat Swarm,6,7,0.46153846153846156,0.5384615384615384,49,6,Flood | Nuke,2,4,0.3333333333333333,0.6666666666666666,3,2,14,0.125,6,Tornado | Purge | Dragons | Bat Swarm | Flood | Nuke,false,excluding_recorder_when_alive,true,15,0,0,true,15,12,true,12,5,true,5,2,false,2,13,0.13333333333333333,disaster_chat_death_history_wave_specific_v2,false,true,,,,,true,Tornado=3 | Purge=3 | Dragons=2 | Bat Swarm=1 | Flood=1 | Nuke=0 | Fall=2 | Void=0 | Misc=0 | Chats=15,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Library,16,16,true,179,16,Zombie Apocalypse | Bat Swarm,7,9,0.4375,0.5625,103,7,Dragons | Disco,4,3,0.5714285714285714,0.42857142857142855,49,4,Lightning,1,3,0.25,0.75,3,1,15,0.0625,5,Zombie Apocalypse | Bat Swarm | Dragons | Disco | Lightning,false,excluding_recorder_when_alive,true,15,0,0,true,15,6,true,6,4,false,4,1,false,1,14,0.06666666666666667,disaster_chat_death_history_wave_specific_v2,false,true,,,,,true,Zombie Apocalypse=6 | Bat Swarm=1 | Dragons=1 | Disco=1 | Lightning=0 | Fall=2 | Void=1 | Misc=0 | Chats=13,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Arctic Lab,16,16,true,233,16,Tornado,11,5,0.6875,0.3125,156,11,Stampede | Anvil Rain,2,9,0.18181818181818182,0.8181818181818182,77,2,Flood | Half Health,0,2,0.0,1.0,3,0,16,0.0,5,Tornado | Stampede | Anvil Rain | Flood | Half Health,false,excluding_recorder_when_alive,true,15,0,0,true,15,11,false,11,2,false,2,0,false,0,15,0.0,disaster_chat_death_history_wave_specific_v2,false,true,,,,,true,Tornado=8 | Stampede=2 | Anvil Rain=1 | Flood=1 | Half Health=0 | Fall=3 | Void=0 | Misc=0 | Chats=17,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Library,16,16,true,215,16,The Floor is Lava | Blackout,7,9,0.4375,0.5625,146,7,Lightning,6,1,0.8571428571428571,0.14285714285714285,79,6,Withers | Swappage,3,3,0.5,0.5,3,3,13,0.1875,5,The Floor is Lava | Blackout | Lightning | Withers | Swappage,false,excluding_recorder_when_alive,true,15,0,0,true,15,7,false,7,6,false,6,3,false,3,12,0.2,disaster_chat_death_history_wave_specific_v2,false,true,,3,,0.0,true,The Floor is Lava=10 | Blackout=0 | Lightning=1 | Withers=0 | Swappage=0 | Fall=1 | Void=0 | Misc=0 | Chats=10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Spaceship,15,16,true,182,15,Tornado | Half Health,13,2,0.8666666666666667,0.13333333333333333,124,13,Stampede | Blackout,4,9,0.3076923076923077,0.6923076923076923,66,4,Lightning | Grounded,0,4,0.0,1.0,3,0,15,0.0,6,Tornado | Half Health | Stampede | Blackout | Lightning | Grounded,false,excluding_recorder_when_alive,true,14,0,0,true,14,13,false,13,4,false,4,0,false,0,14,0.0,disaster_chat_death_history_wave_specific_v2,false,true,,,,,true,Tornado=3 | Half Health=0 | Stampede=4 | Blackout=0 | Lightning=1 | Grounded=0 | Fall=1 | Void=3 | Misc=1 | Chats=16,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Monorail,16,16,true,220,16,Sinkhole | Hypixel Says,14,2,0.875,0.125,157,14,Acid Rain | Blackout,11,3,0.7857142857142857,0.21428571428571427,79,11,Meteor Shower | Half Health,7,4,0.6363636363636364,0.36363636363636365,3,7,9,0.4375,6,Sinkhole | Hypixel Says | Acid Rain | Blackout | Meteor Shower | Half Health,false,excluding_recorder_when_alive,true,15,0,0,true,15,14,false,14,11,false,11,7,false,7,8,0.4666666666666667,disaster_chat_death_history_wave_specific_v2,false,true,,,,,true,Sinkhole=1 | Hypixel Says=0 | Acid Rain=4 | Blackout=0 | Meteor Shower=1 | Half Health=0 | Fall=1 | Void=0 | Misc=0 | Chats=11,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Castle,16,16,true,189,16,Zombie Apocalypse | Swappage,9,7,0.5625,0.4375,119,9,Withers | Nuke,2,7,0.2222222222222222,0.7777777777777778,59,2,Fragile Ground | Bat Swarm,2,0,1.0,0.0,3,2,14,0.125,6,Zombie Apocalypse | Swappage | Withers | Nuke | Fragile Ground | Bat Swarm,false,excluding_recorder_when_alive,true,15,0,0,true,15,8,true,8,2,false,2,2,false,2,13,0.13333333333333333,disaster_chat_death_history_wave_specific_v4,false,true,6,1,0,2.4285714285714284,true,Zombie Apocalypse=2 | Swappage=0 | Withers=3 | Nuke=1 | Fragile Ground=0 | Bat Swarm=0 | Fall=4 | Void=0 | Misc=0 | Chats=12,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Oil Rig,16,16,true,209,16,Lightning,15,1,0.9375,0.0625,129,15,Dragons | Werewolf,11,4,0.7333333333333333,0.26666666666666666,57,11,The Floor is Lava | Half Health,5,6,0.45454545454545453,0.5454545454545454,3,5,11,0.3125,5,Lightning | Dragons | Werewolf | The Floor is Lava | Half Health,false,excluding_recorder_when_alive,true,15,0,0,true,15,13,true,13,9,true,9,5,false,5,10,0.3333333333333333,disaster_chat_death_history_wave_specific_v5,false,true,7,9,7,3.4285714285714284,true,Lightning=0 | Dragons=1 | Werewolf=4 | The Floor is Lava=1 | Half Health=0 | Fall=1 | Void=1 | Misc=0 | Chats=15,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Cruise Ship,15,16,true,167,15,Sinkhole | Hot Potato,13,2,0.8666666666666667,0.13333333333333333,117,13,"Lightning | Red Light, Green Light",11,2,0.8461538461538461,0.15384615384615385,62,11,Dragons | Blackout,8,3,0.7272727272727273,0.2727272727272727,3,8,7,0.5333333333333333,6,"Sinkhole | Hot Potato | Lightning | Red Light, Green Light | Dragons | Blackout",false,excluding_recorder_when_alive,true,14,0,0,true,14,13,false,13,11,false,11,8,false,8,6,0.5714285714285714,disaster_chat_death_history_wave_specific_v5,false,true,5,8,9,1.1428571428571428,true,"Sinkhole=2 | Hot Potato=1 | Lightning=0 | Red Light, Green Light=0 | Dragons=1 | Blackout=0 | Fall=1 | Void=1 | Misc=0 | Chats=8",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Melon Mall,15,16,true,182,15,Flood,15,0,1.0,0.0,122,15,Meteor Shower | Half Health,14,1,0.9333333333333333,0.06666666666666667,50,14,Tornado | Blackout,9,5,0.6428571428571429,0.35714285714285715,3,9,6,0.6,5,Flood | Meteor Shower | Half Health | Tornado | Blackout,false,excluding_recorder_when_alive,true,14,0,0,true,14,14,true,14,13,true,13,9,false,9,5,0.6428571428571429,disaster_chat_death_history_wave_specific_v5,false,true,0,10,11,4.142857142857143,true,Flood=3 | Meteor Shower=0 | Half Health=0 | Tornado=1 | Blackout=0 | Fall=1 | Void=0 | Misc=0 | Chats=16,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Castle,16,16,true,175,16,Dragons | Bat Swarm,12,4,0.75,0.25,117,12,Tornado | Blackout,7,5,0.5833333333333334,0.4166666666666667,49,7,Stampede | Hypixel Says,3,4,0.42857142857142855,0.5714285714285714,3,3,13,0.1875,6,Dragons | Bat Swarm | Tornado | Blackout | Stampede | Hypixel Says,false,excluding_recorder_when_alive,true,15,0,0,true,15,12,false,12,7,false,7,3,false,3,12,0.2,exact_history_avg_deaths_v3,false,true,5,3,1,1.4285714285714286,true,Dragons=4 | Bat Swarm=0 | Tornado=2 | Blackout=0 | Stampede=0 | Hypixel Says=2 | Fall=3 | Void=1 | Misc=0 | Chats=10,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Castle,16,16,true,205,16,TNT Rain,16,0,1.0,0.0,127,16,Dragons,15,1,0.9375,0.0625,49,15,Fragile Ground | Purge,7,8,0.4666666666666667,0.5333333333333333,3,7,9,0.4375,4,TNT Rain | Dragons | Fragile Ground | Purge,false,excluding_recorder_when_alive,true,15,0,0,true,15,15,true,15,15,false,15,7,false,7,8,0.4666666666666667,exact_history_avg_deaths_v3,false,true,5,9,11,4.857142857142857,true,TNT Rain=0 | Dragons=1 | Fragile Ground=0 | Purge=5 | Fall=2 | Void=0 | Misc=0 | Chats=15,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Arctic Lab,15,16,true,208,15,The Floor is Lava | Bat Swarm,2,13,0.13333333333333333,0.8666666666666667,128,2,Zombie Apocalypse | Anvil Rain,1,1,0.5,0.5,77,1,Sinkhole | Grounded,1,0,1.0,0.0,3,1,14,0.06666666666666667,6,The Floor is Lava | Bat Swarm | Zombie Apocalypse | Anvil Rain | Sinkhole | Grounded,false,excluding_recorder_when_alive,true,14,0,0,true,14,2,false,2,1,false,1,1,false,1,13,0.07142857142857142,exact_history_avg_deaths_v3,false,true,3,0,0,1.1428571428571428,true,The Floor is Lava=8 | Bat Swarm=1 | Zombie Apocalypse=0 | Anvil Rain=1 | Sinkhole=0 | Grounded=0 | Fall=2 | Void=0 | Misc=0 | Chats=14,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Melon Mall,16,16,true,197,16,Withers | Blackout,12,4,0.75,0.25,120,12,Lightning | Purge,6,6,0.5,0.5,62,6,TNT Rain | Disco,4,2,0.6666666666666666,0.3333333333333333,3,4,12,0.25,6,Withers | Blackout | Lightning | Purge | TNT Rain | Disco,false,excluding_recorder_when_alive,true,15,0,0,true,15,12,false,12,6,false,6,4,false,4,11,0.26666666666666666,disaster_chat_death_history_wave_specific_v7,false,true,7,9,5,4.0,true,Withers=3 | Blackout=0 | Lightning=0 | Purge=3 | TNT Rain=0 | Disco=1 | Fall=2 | Void=1 | Misc=1 | Chats=12,2,1,1,0,0,1,1,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Melon Mall,16,16,true,207,16,Dragons | Purge,10,6,0.625,0.375,128,10,Stampede | Half Health,6,4,0.6,0.4,76,6,The Floor is Lava,3,3,0.5,0.5,3,3,13,0.1875,5,Dragons | Purge | Stampede | Half Health | The Floor is Lava,false,excluding_recorder_when_alive,true,15,0,0,true,15,9,true,9,5,true,5,3,false,3,12,0.2,disaster_chat_death_history_wave_specific_v7,false,true,9,7,5,5.285714285714286,true,Dragons=3 | Purge=3 | Stampede=1 | Half Health=0 | The Floor is Lava=2 | Fall=3 | Void=1 | Misc=0 | Chats=21,3,1,0,2,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
